OK/KO;Libellé rejet
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,KO;CHEVAUCHEMENT CONTRATS 10062020/09062021                                        
,OK;CHEVAUCHEMENT CONTRATS 18092020/30092021                                        
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;ASSURE GERE PAR UNE AUTRE CAISSE                                                
,KO;ANNULATION INFO OC PAR CPAM                                                     
,KO;ANNULATION INFO OC PAR CPAM                                                     
,KO;ANNULATION INFO OC PAR CPAM                                                     
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;ASSURE NON MUTUALISTE                                                           
,OK;CHEVAUCHEMENT CONTRATS 30092020/31122024                                        
,OK;ASSURE GERE PAR UNE AUTRE CAISSE                                                
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 02042020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 08092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 08092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 28092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 28092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 28092020/31122024                                        
,KO;ASSURE GERE PAR UNE AUTRE CAISSE                                                
,KO;CHANGT.DE CAISSE 941 VERS 911 -AVEC CONV                                        
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/30092021                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/30092021                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/30092021                                        
,OK;Chevauchement contrat 01012020/31122024                                         
,OK;CHEVAUCHEMENT CONTRATS 01072020/31122024                                        
,OK;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,KO;ANNULATION INFO OC PAR CPAM                                                     
,OK;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 03092020/30072021                                        
,OK;CHEVAUCHEMENT CONTRATS 03092020/30072021                                        
,OK;CHEVAUCHEMENT CONTRATS 03092020/30072021                                        
,OK;CHEVAUCHEMENT CONTRATS 03092020/30072021                                        
,OK;CHEVAUCHEMENT CONTRATS 03092020/30072021                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 03072020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 13022020/31122024                                        
,KO;ANNULATION INFO OC PAR CPAM                                                     
,OK;CHEVAUCHEMENT CONTRATS 01102020/31082022                                        
,OK;CHEVAUCHEMENT CONTRATS 02072020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01072020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01082020/31122024                                        
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 17092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01082020/31122024                                        
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,KO;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;CHEVAUCHEMENT CONTRATS 03022020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,KO;PERIODE A CREER EN CHEVAUCHEMENT AVEC PERIODE CONNUE EN BASE                    
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,KO;CONTRAT CMU OU C2S DEJA EN COURS                                                
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,KO;CREATION INFO OC PAR CPAM                                                       
,OK;CHEVAUCHEMENT CONTRATS 01092020/31082021                                        
,KO;ANNULATION INFO OC PAR CPAM                                                     
,KO;ANNULATION INFO OC PAR CPAM                                                     
,OK;CHEVAUCHEMENT CONTRATS 01072020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01072020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01072020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 14092020/31122024                                        
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,OK;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,KO;ANNULATION INFO OC PAR CPAM                                                     
,KO;CONTRAT CMU OU C2S DEJA EN COURS                                                
,KO;CONTRAT CMU OU C2S DEJA EN COURS                                                
,OK;CHEVAUCHEMENT CONTRATS 06102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122020                                        
,OK;CHEVAUCHEMENT CONTRATS 30092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 30092020/31122024                                        
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;CHEVAUCHEMENT CONTRATS 01052020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 22102020/31122024                                        
,KO;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;CHEVAUCHEMENT CONTRATS 07102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,OK;ASSURE GERE PAR UNE AUTRE CAISSE                                                
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;CHEVAUCHEMENT CONTRATS 08102020/31122020                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;INFORMATION REFUSEE: 2 CT DEJA EN COURS                                         
,KO;Annulation impossible Rub O.C./CT inconnue                                      
,OK;Chevauchement contrat 01012020/31122024                                         
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,KO;CONTRAT CMU OU C2S DEJA EN COURS                                                
,OK;CHEVAUCHEMENT CONTRATS 08102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01082020/31122024                                        
,OK;INFORMATION REFUSEE: 2 CT DEJA EN COURS                                         
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,KO;INCOMP DATE DEBUT DATE FIN DE CONTRAT                                           
,KO;ANNULATION INFO OC PAR CPAM                                                     
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;CHEVAUCHEMENT CONTRATS 08092020/06112020                                        
,OK;CHEVAUCHEMENT CONTRATS 08092020/06112020                                        
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;CHEVAUCHEMENT CONTRATS 05102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31082022                                        
,KO;CHEVAUCHEMENT CONTRATS 01102020/30092021                                        
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,OK;Chevauchement contrat 01012020/31122024                                         
,KO;ANNULATION INFO OC PAR CPAM                                                     
,OK;CHEVAUCHEMENT CONTRATS 01072020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/30092021                                        
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122024                                        
,KO;ANNULATION INFO OC PAR CPAM                                                     
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,OK;CHEVAUCHEMENT CONTRATS 03072020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 03082020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 13022020/31122024                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,KO;ANNULATION INFO OC PAR CPAM                                                     
,KO;ANNULATION INFO OC PAR CPAM                                                     
,OK;CHEVAUCHEMENT CONTRATS 10092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 13102020/31072021                                        
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,OK;CHEVAUCHEMENT CONTRATS 18092020/30092021                                        
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,KO;ANNULATION INFO OC PAR CPAM                                                     
,OK;CHANGT.DE CAISSE 061 VERS 831 -AVEC CONV                                        
,OK;CHEVAUCHEMENT CONTRATS 13012020/31122024                                        
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,OK;CHEVAUCHEMENT CONTRATS 21092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01042020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01052020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,OK;PUMA BASCULE AD/OD 202087840124797                                              
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,KO;ANNULATION INFO OC PAR CPAM                                                     
,KO;CREATION INFO OC PAR CPAM                                                       
,KO;ANNULATION INFO OC PAR CPAM                                                     
,OK;CHEVAUCHEMENT CONTRATS 14102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,KO;CONTRAT CMU OU C2S DEJA EN COURS                                                
,KO;INCOMP DATE DEBUT DATE FIN DE CONTRAT                                           
,KO;BENEFICIAIRE INCONNU AU FICHIER                                                 
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 01102020/30092021                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122020                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,KO;CHEVAUCHEMENT CONTRATS 30072020/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01092020/31082021                                        
,KO;CHEVAUCHEMENT CONTRATS 01092020/31082021                                        
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 14102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,KO;ANNULATION INFO OC PAR CPAM                                                     
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,KO;ANNULATION INFO OC PAR CPAM                                                     
,OK;CHEVAUCHEMENT CONTRATS 05102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 12102020/31122020                                        
,OK;CHEVAUCHEMENT CONTRATS 12102020/31122020                                        
,OK;CHEVAUCHEMENT CONTRATS 12102020/31122020                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 18102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01082020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 15022020/31122024                                        
,OK;CHANGT.DE CAISSE 595 VERS 597 -AVEC CONV                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/30062021                                        
,OK;CHEVAUCHEMENT CONTRATS 13102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 13102020/31122024                                        
,KO;ANNULATION INFO OC PAR CPAM                                                     
,KO;ANNULATION INFO OC PAR CPAM                                                     
,KO;ANNULATION INFO OC PAR CPAM                                                     
,KO;ANNULATION BENEFICIAIRE MUTUALISTE                                              
,OK;CHEVAUCHEMENT CONTRATS 14092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 14092020/31122024                                        
,KO;ANNULATION INFO OC PAR CPAM                                                     
,OK;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 15102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,OK;CHEVAUCHEMENT CONTRATS 15092020/31122024                                        
,OK;CHANGT.DE CAISSE 751 VERS 921 -AVEC CONV                                        
,OK;CHEVAUCHEMENT CONTRATS 19102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,KO;PAS DE BENEFICIAIRE A CETTE DATE DE NAISSANCE                                   
,OK;Chevauchement contrat 01012020/31122024                                         
,KO;ANNULATION INFO OC PAR CPAM                                                     
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122024                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 13022020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 18092020/30092021                                        
,KO;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,OK;PUMA BASCULE AD/OD 278079935275451                                              
,OK;CHEVAUCHEMENT CONTRATS 03072020/31122024                                        
,KO;CONTRAT CMU OU C2S DEJA EN COURS                                                
,OK;CHEVAUCHEMENT CONTRATS 05102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 03082020/24102020                                        
,OK;CHEVAUCHEMENT CONTRATS 03082020/24102020                                        
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;CHEVAUCHEMENT CONTRATS 30102020/31122024                                        
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;CHEVAUCHEMENT CONTRATS 01072020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 28092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 28092020/31122024                                        
,KO;ANNULATION INFO OC PAR CPAM                                                     
,KO;ANNULATION INFO OC PAR CPAM                                                     
,KO;CREATION INFO OC PAR CPAM                                                       
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 22102020/31122020                                        
,OK;CHEVAUCHEMENT CONTRATS 12102020/31122024                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;CHEVAUCHEMENT CONTRATS 28092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 07092020/31102020                                        
,KO;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,OK;PUMA BASCULE AD/OD 225090411300173                                              
,OK;PUMA BASCULE AD/OD 229030904300197                                              
,OK;PUMA BASCULE AD/OD 234077507700619                                              
,OK;PUMA BASCULE AD/OD 235019190033432                                              
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;PUMA BASCULE AD/OD 202098938727613                                              
,OK;CHEVAUCHEMENT CONTRATS 12102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 12102020/31122024                                        
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,OK;CHEVAUCHEMENT CONTRATS 25102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,KO;ANNULATION INFO OC PAR CPAM                                                     
,OK;CHANGT.DE CAISSE 381 VERS 691 -AVEC CONV                                        
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,OK;PUMA BASCULE AD/OD 255059720947546                                              
,OK;Chevauchement contrat 01012020/31122024                                         
,OK;CHEVAUCHEMENT CONTRATS 26102020/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 13022020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 08092020/06112020                                        
,OK;CHEVAUCHEMENT CONTRATS 08092020/06112020                                        
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,KO;INCOMP DATE DEBUT DATE FIN DE CONTRAT                                           
,KO;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122020                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/30092021                                        
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;PUMA BASCULE AD/OD 263087401003639                                              
,OK;CHEVAUCHEMENT CONTRATS 03072020/31122024                                        
,OK;PUMA BASCULE AD/OD 246072636202641                                              
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;CHEVAUCHEMENT CONTRATS 01072020/31122024                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,KO;ANNULATION INFO OC PAR CPAM                                                     
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31102021                                        
,KO;ANNULATION INFO OC PAR CPAM                                                     
,OK;CHEVAUCHEMENT CONTRATS 26102020/31102020                                        
,KO;CHEVAUCHEMENT CONTRATS 26102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 22102020/31122024                                        
,OK;ASSURE NON MUTUALISTE                                                           
,OK;CHEVAUCHEMENT CONTRATS 20102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122024                                        
,OK;ASSURE NON MUTUALISTE                                                           
,OK;CHEVAUCHEMENT CONTRATS 01102020/30092021                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/30092021                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/30092021                                        
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 16102020/31122024                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,KO;ANNULATION INFO OC PAR CPAM                                                     
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,OK;CHEVAUCHEMENT CONTRATS 06102020/31122024                                        
,OK;CHANGT.DE CAISSE 061 VERS 831 -AVEC CONV                                        
,OK;INFORMATION REFUSEE: 2 CT DEJA EN COURS                                         
,KO;CHEVAUCHEMENT CONTRATS 26102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,KO;CONTRAT CMU OU C2S DEJA EN COURS                                                
,KO;CONTRAT CMU OU C2S DEJA EN COURS                                                
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;INFORMATION REFUSEE: 2 CT DEJA EN COURS                                         
,OK;CHANGT.DE CAISSE 931 VERS 771 -AVEC CONV                                        
,OK;CHANGT.DE CAISSE 691 VERS 381 -AVEC CONV                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,KO;ANNULATION INFO OC PAR CPAM                                                     
,KO;ANNULATION INFO OC PAR CPAM                                                     
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 03022020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122024                                        
,OK;ASSURE GERE PAR UNE AUTRE CAISSE                                                
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,KO;CHEVAUCHEMENT CONTRATS 22072020/21072021                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 15012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 13022020/22112020                                        
,OK;CHEVAUCHEMENT CONTRATS 13022020/22112020                                        
,OK;CHEVAUCHEMENT CONTRATS 13022020/22112020                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHANGT.DE CAISSE 941 VERS 911 -AVEC CONV                                        
,OK;CHANGT.DE CAISSE 941 VERS 911 -AVEC CONV                                        
,OK;CHEVAUCHEMENT CONTRATS 05102020/31122024                                        
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,KO;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,KO;CHEVAUCHEMENT CONTRATS 02032020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 02072020/31122024                                        
,OK;PUMA BASCULE AD/OD 102109720991901                                              
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 01032021/31122024                                        
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,KO;ASSURE GERE PAR UNE AUTRE CAISSE                                                
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 29102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,KO;ASSURE NON MUTUALISTE                                                           
,OK;CHEVAUCHEMENT CONTRATS 01112020/12032021                                        
,OK;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,OK;Chevauchement contrat 01112020/31122024                                         
,OK;Chevauchement contrat 01012020/31122024                                         
,OK;Chevauchement contrat 22102020/31122024                                         
,KO;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 03072020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122020                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/30092021                                        
,OK;CHEVAUCHEMENT CONTRATS 13022020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 18092020/30092021                                        
,KO;ANNULATION INFO OC PAR CPAM                                                     
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01022020/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01092020/31082021                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 30102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 10012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
